sample	samples	NTN1	NTN3	NTN4	NTN5	NTNG1	NTNG2	DSCAM	DCC	UNC5A	UNC5B	UNC5C	UNC5D	cancer type abbreviation	sample_type
TCGA-S9-A7R4-01	TCGA-S9-A7R4-01	10.91	2.24	9.97	4.29	4.9	9.5	11.07	7.2	9.1	10.34	4.39	4.49	LGG	Primary Tumor
TCGA-A1-A0SB-01	TCGA-A1-A0SB-01	10.91	2.05	10.8	4.03	2.05	7.66	4.32	0.93	0.54	8.41	7.4	6.32	BRCA	Primary Tumor
TCGA-FG-A6J1-01	TCGA-FG-A6J1-01	10.91	2.01	9.49	3.53	5.57	10.12	10.19	4.06	9.35	8.77	2.47	3.33	LGG	Primary Tumor
TCGA-P5-A735-01	TCGA-P5-A735-01	10.91	1.95	9.7	4.97	6.31	10.67	10.87	4.48	9.95	9.57	4.19	4.36	LGG	Primary Tumor
TCGA-EY-A1GE-01	TCGA-EY-A1GE-01	10.91	1.55	9.47	4.33	1.33	3.32			9.36	10.3	3.72	2.33	UCEC	Primary Tumor
TCGA-DI-A2QY-11	TCGA-DI-A2QY-11	10.91	1.41	10.41	5.25	1.41	3.45	4.31	1.07	7.23	10.39	0.63	2.71	UCEC	Solid Tissue Normal
TCGA-B6-A0IJ-01	TCGA-B6-A0IJ-01	10.91	0.64	8.1	2.53	1.93	3.43	0	0.88	7.75	10.54	2.78	0.36	BRCA	Primary Tumor
TCGA-IN-8462-01	TCGA-IN-8462-01	10.91	0.05	10.88	1.95	2.65	4.71	0.84	1.09	1.8	9.77	3.68	2.7	STAD	Primary Tumor
TCGA-TM-A7C4-01	TCGA-TM-A7C4-01	10.9	3.36	9.1	4.32	8.01	9.48	9.44	7.05	10.3	9.29	5.15	8.31	LGG	Primary Tumor
TCGA-FG-6689-01	TCGA-FG-6689-01	10.9	2.98	8.62	4.37	7.14	9.39	10.84	7.19	10.02	10.08	5.77	7.78	LGG	Primary Tumor
TCGA-JY-A6FE-01	TCGA-JY-A6FE-01	10.9	2.74	9.69	1.59	1.69	4.12	-0.27	1.09	2.35	9.05	0.3	0.08	ESCA	Primary Tumor
TCGA-BH-AB28-01	TCGA-BH-AB28-01	10.9	1.92	10.99	3.51	3.7	3.78	1.58	1.13	7.63	10.44	3.7	0	BRCA	Primary Tumor
TCGA-25-1322-01	TCGA-25-1322-01	10.9	1.92	10.36	3.69	2.97	4.28	0.99	1.24	8.26	11.31	3.55	-0.04	OV	Primary Tumor
TCGA-X7-A8DE-01	TCGA-X7-A8DE-01	10.9	1.76	9.1	5.26	2.53	5.09	0.75	0.42	1.24	9.19	1.24	3.9	THYM	Primary Tumor
TCGA-O2-A52W-01	TCGA-O2-A52W-01	10.9	1.39	7.58	4.05	1.05	2.79	0	0.62	1.88	7.62	2.67	0	LUSC	Primary Tumor
TCGA-68-A59I-01	TCGA-68-A59I-01	10.9	1.31	8.45	4.91	3.93	5.55	3.79	3.79	2.79	10.79	4.96	0.99	LUSC	Primary Tumor
TCGA-C5-A7CO-01	TCGA-C5-A7CO-01	10.9	1.23	9.1	5.85	0	3.99	0	0	3.32	10.76	0.54	0	CESC	Primary Tumor
TCGA-60-2703-01	TCGA-60-2703-01	10.9	0.78	9	2.58	8.32	4.44	0	2.89	3.26	11.15	6.81	1.28	LUSC	Primary Tumor
TCGA-56-8503-01	TCGA-56-8503-01	10.9	0.72	8.22	1.84	5.84	7.25	2.62	3.02	4.78	11.58	6.64	0.72	LUSC	Primary Tumor
TCGA-S9-A7J0-01	TCGA-S9-A7J0-01	10.89	4.09	10.16	2.89	6.39	8.65	10.05	8.4	8.03	9.13	4.14	7.02	LGG	Primary Tumor
TCGA-FP-8210-01	TCGA-FP-8210-01	10.89	3.81	9.79	2.87	4.41	6.26	2.26	-0.02	2.82	9.68	6.67	2.24	STAD	Primary Tumor
TCGA-06-0646-01	TCGA-06-0646-01	10.89	3.53	6.3	3.09	8.76	8.16	9.4	5.09	7.52	10.92	3.91	3.33	GBM	Primary Tumor
TCGA-DQ-7593-01	TCGA-DQ-7593-01	10.89	3.36	8.51	3.31	3.26	4.29	0.46	2.55	3.26	10.64	2.12	1.08	HNSC	Primary Tumor
TCGA-D1-A179-01	TCGA-D1-A179-01	10.89	2.87	9.65	3.94	8.54	2.88			1.7	10.12	2.08	-0.5	UCEC	Primary Tumor
TCGA-TM-A84F-01	TCGA-TM-A84F-01	10.89	2.76	7.76	4.28	7.33	9.59	9.88	4.24	8.97	10.52	3.71	6.01	LGG	Primary Tumor
TCGA-QH-A65V-01	TCGA-QH-A65V-01	10.89	2.4	8.89	3.18	5.59	9.5	8.78	4.6	8.72	10.47	5.12	3.39	LGG	Primary Tumor
TCGA-43-7656-01	TCGA-43-7656-01	10.89	2.04	8.33	2.77	3.36	5.42	6.54	3.13	3.83	10.52	3.57	0.47	LUSC	Primary Tumor
TCGA-DU-6401-01	TCGA-DU-6401-01	10.89	1.38	10.18	4.84	3.78	9.99	11.74	8.61	9.38	10.77	3.46	3.51	LGG	Primary Tumor
TCGA-B5-A11V-01	TCGA-B5-A11V-01	10.89	0.34	9.25	3.32	1.22	3.88			2.23	11.14	2.56	2.68	UCEC	Primary Tumor
TCGA-B5-A1MX-01	TCGA-B5-A1MX-01	10.89	-0.65	7.71	2.03	-0.32	3.89			5.47	9.52	3.17	1.43	UCEC	Primary Tumor
TCGA-TS-A7P7-01	TCGA-TS-A7P7-01	10.88	5.67	8.41	1.65	10.27	6.28	0.62	1.05	6.82	10.16	2.07	0	MESO	Primary Tumor
TCGA-EZ-7264-01	TCGA-EZ-7264-01	10.88	4.48	7.72	2.03	4.24	9.88	12	7.8	10.41	9.66	3.93	4.77	LGG	Primary Tumor
TCGA-TQ-A7RI-01	TCGA-TQ-A7RI-01	10.88	4.45	9.1	3.92	6.13	10.26	11.46	7.44	9.46	9.81	5.67	6.9	LGG	Primary Tumor
TCGA-TM-A84T-01	TCGA-TM-A84T-01	10.88	4.39	10.14	5.59	5.57	10.28	11.06	7.03	9.47	10.07	4.94	4.07	LGG	Primary Tumor
TCGA-PC-A5DK-01	TCGA-PC-A5DK-01	10.88	4.11	8.59	3.01	9.75	6.75	4.73	2.18	4.48	6.37	8.05	0.77	SARC	Primary Tumor
TCGA-06-0174-01	TCGA-06-0174-01	10.88	2.82	9.46	3.66	9.08	8.56	10.08	8.14	8.78	10.41	2.82	7.56	GBM	Primary Tumor
TCGA-HW-8320-01	TCGA-HW-8320-01	10.88	2.8	10.87	5.29	5.55	9.56	11.44	7.08	9.84	10.18	2.38	3.61	LGG	Primary Tumor
TCGA-3B-A9HL-01	TCGA-3B-A9HL-01	10.88	2.46	9.82	3.81	8.98	3.99	4.35	2.96	5.99	11.01	5.9	0.54	SARC	Primary Tumor
TCGA-FG-6690-01	TCGA-FG-6690-01	10.88	2.36	10.37	4.26	4.94	10.05	11.27	6.87	9.31	9.13	3.91	6.54	LGG	Primary Tumor
TCGA-4E-A92E-01	TCGA-4E-A92E-01	10.88	1.5	9.37	2.69	4.82	5.98	2.69	2.47	5.98	11.13	3.13	1.71	UCEC	Primary Tumor
TCGA-A2-A0T3-01	TCGA-A2-A0T3-01	10.88	1.17	9.37	4.08	1.52	3.14	0.95	0	7.04	9.82	3.97	0	BRCA	Primary Tumor
TCGA-EA-A439-01	TCGA-EA-A439-01	10.88	0.92	8.08	3.63	2.33	5.39	1.36	0.74	1.23	9.46	3.24	0	CESC	Primary Tumor
TCGA-P3-A5QA-01	TCGA-P3-A5QA-01	10.88	0	9.62	0.92	9.41	4.77	4.95	0	3.6	11.1	2.94	1.22	HNSC	Primary Tumor
TCGA-58-8390-01	TCGA-58-8390-01	10.87	5.87	9.93	2.82	4.65	4.63	1.84	2.73	7.3	11.03	4.82	0	LUSC	Primary Tumor
TCGA-66-2789-01	TCGA-66-2789-01	10.87	4.24	10.65	4.15	2.72	4.55	0.8	3.32	3.26	10.66	4.84	0	LUSC	Primary Tumor
TCGA-S9-A6U8-01	TCGA-S9-A6U8-01	10.87	2.75	9.07	5.27	5.61	9.79	10.6	6.07	9.06	10.2	6.68	5.73	LGG	Primary Tumor
TCGA-85-6798-01	TCGA-85-6798-01	10.87	2.4	7.12	0.47	1.35	5.54	0.47	3.31	4.95	10.55	3.37	5.5	LUSC	Primary Tumor
TCGA-C8-A273-01	TCGA-C8-A273-01	10.87	1.74	9.55	3.91	2.51	4.07	1.98	0.67	1.46	10.11	7.26	0	BRCA	Primary Tumor
TCGA-HD-8224-01	TCGA-HD-8224-01	10.87	1.47	10.56	2.52	1.13	4.66	0	1.13	2.52	11.71	4.03	0	HNSC	Primary Tumor
TCGA-UF-A7JV-01	TCGA-UF-A7JV-01	10.87	0.82	9.2	0.47	9.56	4.42	7.59	1.11	2.16	10.15	3.96	0.47	HNSC	Primary Tumor
TCGA-E2-A15C-01	TCGA-E2-A15C-01	10.87	0.49	11.9	3.46	2.63	4.73	1.58	1.77	5.73	12.22	5.31	0.49	BRCA	Primary Tumor
TCGA-VM-A8CA-01	TCGA-VM-A8CA-01	10.87	0	8.64	4.39	5.66	10.06	7.96	3.38	9.72	9.33	3.9	4.5	LGG	Primary Tumor
TCGA-AP-A1DR-01	TCGA-AP-A1DR-01	10.87	-0.65	9.06	3.36	2.15	4.03			-0.12	10.39	3.38	0.38	UCEC	Primary Tumor
TCGA-DU-6408-01	TCGA-DU-6408-01	10.86	5.52	10.69	2.95	6.83	9.46	10.87	6.23	9.26	10.22	3.44	6.07	LGG	Primary Tumor
TCGA-TQ-A7RN-01	TCGA-TQ-A7RN-01	10.86	4.86	8.5	2.67	5.31	9.85	10	7.72	9.25	9.58	4.52	5.66	LGG	Primary Tumor
TCGA-KD-A5QU-01	TCGA-KD-A5QU-01	10.86	4.84	7.73	1.4	8.24	3.73	5.89	0	4.25	8.48	8.71	8.96	SARC	Primary Tumor
TCGA-KO-8404-01	TCGA-KO-8404-01	10.86	3.98	8.57	4.74	7.71	4.41	1.07	0	5.43	10.25	3.65	1.67	KICH	Primary Tumor
TCGA-HT-7616-01	TCGA-HT-7616-01	10.86	3.69	7.28	1.99	2.9	8.2	10.36	3.38	10.49	10.78	4.03	2.57	LGG	Primary Tumor
TCGA-28-2514-01	TCGA-28-2514-01	10.86	3.07	9.06	3.35	5.93	9.05	8.29	8.31	9.12	9.82	4.06	7.19	GBM	Primary Tumor
TCGA-25-1628-01	TCGA-25-1628-01	10.86	2.98	8.53	3.71	4.96	5.75	0.89	1.89	6.88	11.51	4.51	3.72	OV	Primary Tumor
TCGA-12-0616-01	TCGA-12-0616-01	10.86	2.79	6.52	3.48	7.7	6.8	6.9	6.29	6.03	9.03	3.37	6.65	GBM	Primary Tumor
TCGA-EW-A1P6-01	TCGA-EW-A1P6-01	10.86	2.23	11.23	2.06	1.64	4.03	0.61	1.64	8.59	11.22	4.99	0	BRCA	Primary Tumor
TCGA-12-3650-01	TCGA-12-3650-01	10.86	1.84	7.07	2.15	7.56	8.55	8.17	4.18	7.95	9.36	4.31	5.24	GBM	Primary Tumor
TCGA-WH-A86K-01	TCGA-WH-A86K-01	10.86	1.14	8.44	6.36	3.14	8.81	10	3.41	8.27	9.44	2.38	1.14	LGG	Primary Tumor
TCGA-D1-A17C-01	TCGA-D1-A17C-01	10.86	0.94	8.71	4.35	3.85	7.52			6.42	11.41	5.06	4.06	UCEC	Primary Tumor
TCGA-63-5131-01	TCGA-63-5131-01	10.86	0.85	8.7	2.9	4.79	3.36	0	1.77	2.33	9.25	4.51	0.49	LUSC	Primary Tumor
TCGA-60-2707-01	TCGA-60-2707-01	10.86	0	10.72	1.68	3.18	4.83	0.45	2.22	3.63	11.44	6.26	1.07	LUSC	Primary Tumor
TCGA-D1-A3DA-01	TCGA-D1-A3DA-01	10.86	0	8.95	0.96	1.27	5.42	4.69	0	1.74	9.8	6.36	0	UCEC	Primary Tumor
TCGA-D1-A0ZO-01	TCGA-D1-A0ZO-01	10.86	-0.65	8.39	4.84	1.38	4.55			3.38	9.41	3.85	4.69	UCEC	Primary Tumor
TCGA-DB-5279-01	TCGA-DB-5279-01	10.85	5.31	7.59	3.64	7.09	9.46	9.93	7.35	9.25	10.48	4.41	7.9	LGG	Primary Tumor
TCGA-56-A4BW-01	TCGA-56-A4BW-01	10.85	5.04	9.75	5.82	6.95	5.04	1.45	0	2.88	11.2	4.24	0	LUSC	Primary Tumor
TCGA-E1-A7YI-01	TCGA-E1-A7YI-01	10.85	4.34	5.7	1.58	7.76	6.76	8.98	7.3	7.65	8.6	4.38	4.08	LGG	Primary Tumor
TCGA-28-2499-01	TCGA-28-2499-01	10.85	3.91	5.98	1.81	5.9	5.31	4.25	3.59	3.4	9.69	1.59	2.59	GBM	Primary Tumor
TCGA-VM-A8CB-01	TCGA-VM-A8CB-01	10.85	3.39	5.25	3.93	3.79	9.61	11.27	3.51	10.5	9.07	0.96	2.11	LGG	Primary Tumor
TCGA-26-5133-01	TCGA-26-5133-01	10.85	2.33	8.47	2.81	7	5.27	7.9	4.7	3.17	10.99	1	5.05	GBM	Primary Tumor
TCGA-DX-A1KX-01	TCGA-DX-A1KX-01	10.85	2.02	11.3	3.67	6.45	4.91	1.83	5.03	5.66	11.5	5.71	0	SARC	Primary Tumor
TCGA-F6-A8O4-01	TCGA-F6-A8O4-01	10.85	1.57	9.18	3.89	7.43	9.46	10.6	5.95	9.76	8.74	4.44	6.43	LGG	Primary Tumor
TCGA-ZA-A8F6-01	TCGA-ZA-A8F6-01	10.85	0.62	9.42	2.7	3.54	4.01	0.57	0.82	3.33	8.48	4.12	0.97	STAD	Primary Tumor
TCGA-AJ-A2QL-01	TCGA-AJ-A2QL-01	10.85	0.32	9.75	2.75	0.64	2.69			2.86	9.93	4.27	-0.5	UCEC	Primary Tumor
TCGA-06-1804-01	TCGA-06-1804-01	10.84	5.6	5.11	4.5	9.43	7.03	9.75	4.61	8.7	9.87	6.51	5.36	GBM	Primary Tumor
TCGA-CC-A3MB-01	TCGA-CC-A3MB-01	10.84	4.04	8.24	1.89	0	2.16	0	0.47	1.34	8.84	1.34	0	LIHC	Primary Tumor
TCGA-55-8614-01	TCGA-55-8614-01	10.84	3.83	10.89	4.87	5.27	4.74	0.7	2.25	2.25	10.79	4.36	0	LUAD	Primary Tumor
TCGA-DB-A75M-01	TCGA-DB-A75M-01	10.84	3.31	8.93	5.44	4.23	10.35	10.62	3.84	9.16	9.85	3.6	0.92	LGG	Primary Tumor
TCGA-06-0171-02	TCGA-06-0171-02	10.84	2.36	8.18	4.49	9.3	6.74	5.88	3.21	4.92	11.58	6.72	3.53	GBM	Recurrent Tumor
TCGA-WY-A859-01	TCGA-WY-A859-01	10.84	2.08	8.48	5.04	8.1	10.19	9.87	6.55	11.1	9.14	4.58	6.82	LGG	Primary Tumor
TCGA-25-1625-01	TCGA-25-1625-01	10.84	1.56	12.03	4.23	3.68	2.41	1.19	0.35	12.13	11.14	3.2	0.27	OV	Primary Tumor
TCGA-PG-A917-01	TCGA-PG-A917-01	10.84	1.39	8.77	4.24	0	4.2	1.39	0	1.39	7.64	0.62	1.39	UCEC	Primary Tumor
TCGA-ZF-AA5P-01	TCGA-ZF-AA5P-01	10.84	0.64	8.92	4.27	7.7	6.21	0	1.69	4	7.85	5.28	0	BLCA	Primary Tumor
TCGA-VQ-A94P-01	TCGA-VQ-A94P-01	10.84	0.55	10.12	1.54	6.25	6.52	2.67	1.29	4.28	8.42	5.01	2.47	STAD	Primary Tumor
TCGA-VS-A9UR-01	TCGA-VS-A9UR-01	10.83	3.25	7.89	3.17	0.58	2.46	1.58	0	9.15	12.19	2.7	0	CESC	Primary Tumor
TCGA-2G-AAFV-01	TCGA-2G-AAFV-01	10.83	2.62	10.71	3.32	3.75	4.34	8.27	1.65	4.21	9.64	3.92	5.71	TGCT	Primary Tumor
TCGA-FG-A87Q-01	TCGA-FG-A87Q-01	10.83	2.58	5.7	3.85	7.75	7.75	8.22	4.55	6.77	11.02	6.9	6.56	LGG	Primary Tumor
TCGA-FG-A711-01	TCGA-FG-A711-01	10.83	2.43	9.11	4.43	6.1	9.67	10	3.22	9.81	8.43	3.08	5.08	LGG	Primary Tumor
TCGA-15-1444-01	TCGA-15-1444-01	10.83	2.34	8.4	2.96	6.55	8.45	9.69	6.76	7.32	10.34	6.36	3.11	GBM	Primary Tumor
TCGA-FL-A1YM-11	TCGA-FL-A1YM-11	10.83	1.48	10.3	5.55	4.22	4.98			5.6	10.46	5.69	6.49		Solid Tissue Normal
TCGA-AG-3732-11	TCGA-AG-3732-11	10.83	1.08	10.01	1.42	7.53	4.58	3.14	2.59	2.45	9.31	6.71	5.32	READ	Solid Tissue Normal
TCGA-EK-A2R9-01	TCGA-EK-A2R9-01	10.83	0.81	10.67	4.13	4.36	5.75	0	0.46	2.96	9.99	2.46	0	CESC	Primary Tumor
TCGA-CR-7402-01	TCGA-CR-7402-01	10.82	5	7.65	0	3.07	3.12	1.4	4.89	2.36	9.01	1.8	0	HNSC	Primary Tumor
TCGA-HT-A5RA-01	TCGA-HT-A5RA-01	10.82	3.92	6.46	4.51	4.48	5.22	9.75	7.46	6	10.51	4.21	8.73	LGG	Primary Tumor
TCGA-DB-A75K-01	TCGA-DB-A75K-01	10.82	3.72	6.87	3.92	5.79	9.9	10.97	6.5	10.68	10.22	4.71	3.08	LGG	Primary Tumor
TCGA-KM-8440-01	TCGA-KM-8440-01	10.82	3.17	9.65	3.68	2.74	1.87	2.14	0	0.82	8.8	2.66	5.71	KICH	Primary Tumor
TCGA-CR-6480-01	TCGA-CR-6480-01	10.82	3.1	9.14	2.1	0.73	2.99	0.41	2.93	1.86	11.26	2.1	0.73	HNSC	Primary Tumor
TCGA-61-1733-01	TCGA-61-1733-01	10.82	2.58	8.53	4.34	8.69	3.01	0.3	2.73	5.5	10.77	1.94	2.02	OV	Primary Tumor
TCGA-HW-7489-01	TCGA-HW-7489-01	10.82	2.37	10.1	4.12	7.6	9.38	10.27	6.11	11.23	9.55	5.43	7.83	LGG	Primary Tumor
TCGA-AX-A1CF-11	TCGA-AX-A1CF-11	10.82	2.3	10.46	5.17	3.61	3.92			5.72	10.24	1.87	1.01	UCEC	Solid Tissue Normal
TCGA-95-7947-01	TCGA-95-7947-01	10.82	2.22	10.11	3.73	3.69	3.51	0	3.55	2.48	8.38	3.43	0.38	LUAD	Primary Tumor
TCGA-HT-8564-01	TCGA-HT-8564-01	10.82	1.99	9.59	5.58	7.97	9.27	8.4	5.83	10.26	9.99	7.08	7.23	LGG	Primary Tumor
TCGA-QK-A8Z9-01	TCGA-QK-A8Z9-01	10.82	1.32	8.15	2.91	2	5.87	1.32	1	2	11.7	5.15	0	HNSC	Primary Tumor
TCGA-77-7140-01	TCGA-77-7140-01	10.82	1.32	6.51	2.25	2.95	4	0.46	9.91	1.32	9.51	2	0	LUSC	Primary Tumor
TCGA-27-2526-01	TCGA-27-2526-01	10.82	1.09	2.3	0.64	6.41	6.87	8.35	2.46	5.33	8.37	4.45	2.13	GBM	Primary Tumor
TCGA-CV-7440-11	TCGA-CV-7440-11	10.82	0.72	9.97	1.2	2.78	3.29	0	1.2	2.78	11.28	0.98	0.72	HNSC	Solid Tissue Normal
TCGA-AX-A1CI-11	TCGA-AX-A1CI-11	10.82	0.16	10.17	4.22	5.27	2.42			4.74	11.25	4.02	4.6	UCEC	Solid Tissue Normal
TCGA-CS-6670-01	TCGA-CS-6670-01	10.81	3.66	9.5	2.25	6.26	9.92	11.05	6.26	10.24	9.26	4.46	6.7	LGG	Primary Tumor
TCGA-TQ-A7RJ-01	TCGA-TQ-A7RJ-01	10.81	2.98	9.63	5.75	5.42	9.82	10.24	6.25	9.39	9	3.43	5.83	LGG	Primary Tumor
TCGA-S9-A7R8-01	TCGA-S9-A7R8-01	10.81	2.95	8.1	4.72	7.29	9.78	11.71	8.61	9.68	9.96	5.89	2.21	LGG	Primary Tumor
TCGA-CR-6487-01	TCGA-CR-6487-01	10.81	2.06	8.24	3.07	1.64	4.49	0.77	2.65	3.01	9.56	2.8	0	HNSC	Primary Tumor
TCGA-DU-7011-01	TCGA-DU-7011-01	10.81	1.53	9.62	4.77	6.94	9.25	10.53	7.29	8.64	10.26	6.07	6.57	LGG	Primary Tumor
TCGA-91-6835-11	TCGA-91-6835-11	10.81	1.17	11.34	2.59	8.01	4.77	0.7	2.43	3.19	9.79	5.62	1.17	LUAD	Solid Tissue Normal
TCGA-A2-A0D2-01	TCGA-A2-A0D2-01	10.81	0.8	8.82	0.8	2.86	3.68	0	0	3.5	9.33	2.79	0.45	BRCA	Primary Tumor
TCGA-AN-A0XS-01	TCGA-AN-A0XS-01	10.81	0.73	10.76	3.78	6.78	5.5	0.73	2.64	3.6	11.35	3.75	0	BRCA	Primary Tumor
TCGA-55-7283-01	TCGA-55-7283-01	10.81	0	9.33	0	5.77	3.86	0	3.25	1.59	8.47	3.96	2	LUAD	Primary Tumor
TCGA-DU-6400-01	TCGA-DU-6400-01	10.8	5.38	9.03	3.07	5.37	10.14	11.85	8.22	10.62	9.52	3.64	5.47	LGG	Primary Tumor
TCGA-RY-A845-01	TCGA-RY-A845-01	10.8	4.13	8.7	5.44	6.56	10.06	10.92	7.56	9.42	8.47	3.64	7.97	LGG	Primary Tumor
TCGA-HW-7495-01	TCGA-HW-7495-01	10.8	3.46	9.05	3.12	7.04	9.77	10.21	7.18	9.97	10.65	7.7	8.46	LGG	Primary Tumor
TCGA-P5-A781-01	TCGA-P5-A781-01	10.8	3.42	8.56	4.52	6.14	9.59	9.8	6.07	8.7	10.15	5.6	7.48	LGG	Primary Tumor
TCGA-56-7580-01	TCGA-56-7580-01	10.8	2.83	9.69	3.92	2.57	3.95	0.82	0.47	1.1	9.61	3.11	0	LUSC	Primary Tumor
TCGA-28-2509-01	TCGA-28-2509-01	10.8	2.7	5.45	2.7	7.98	4.53	6.45	3.46	6.65	9.84	7.11	5.25	GBM	Primary Tumor
TCGA-IQ-A61O-01	TCGA-IQ-A61O-01	10.8	1.95	9.99	2.33	5.5	5.64	0.65	0	5.22	11.9	4.86	0	HNSC	Primary Tumor
TCGA-39-5040-01	TCGA-39-5040-01	10.8	0.95	11.58	4.51	3.84	2.58	3.18	3.41	3.18	7.84	4.05	0	LUSC	Primary Tumor
TCGA-C5-A1M6-01	TCGA-C5-A1M6-01	10.8	0.59	7.65	4.06	3.1	3.01	1.01	0	1.01	8.28	4.06	0.59	CESC	Primary Tumor
TCGA-CV-7261-11	TCGA-CV-7261-11	10.8	0.44	8.59	2.2	1.81	2.5	0	0.44	2.2	11.55	0.78	1.05	HNSC	Solid Tissue Normal
TCGA-FD-A6TH-01	TCGA-FD-A6TH-01	10.8	0	10.46	2.84	0.98	3.96	0.41	0	3.03	10.23	3.19	0	BLCA	Primary Tumor
TCGA-DD-A3A9-01	TCGA-DD-A3A9-01	10.8	0	6.67	0	0	4.19	0.76	0	4.73	9.6	1.25	0	LIHC	Primary Tumor
TCGA-CN-A6V6-01	TCGA-CN-A6V6-01	10.79	2.75	9.65	4.08	1.83	4.46	0.71	0.71	1.83	11.22	1.19	0.71	HNSC	Primary Tumor
TCGA-AB-2830-03	TCGA-AB-2830-03	10.79	2.68	3.6	4.49	1.39	5.49			0.58	6.32	0.39		LAML	Primary Blood Derived Cancer - Peripheral Blood
TCGA-S9-A6TU-01	TCGA-S9-A6TU-01	10.79	1.75	9.66	5.23	4.65	9.12	11.11	4.76	8.85	10.69	5.98	1.28	LGG	Primary Tumor
TCGA-06-0744-01	TCGA-06-0744-01	10.79	1.39	6	6.39	8.7	5.99	9.03	1.39	6.65	10.23	2.9	2.55	GBM	Primary Tumor
TCGA-DH-A7UV-01	TCGA-DH-A7UV-01	10.79	1.34	9.47	6.83	4.53	10.18	11.39	5.86	9.59	9.41	3.92	2.02	LGG	Primary Tumor
TCGA-JX-A3Q0-01	TCGA-JX-A3Q0-01	10.79	0.82	8.88	2.83	1.34	3.35	0	0	0.82	11.54	0	1.1	CESC	Primary Tumor
TCGA-CV-6960-11	TCGA-CV-6960-11	10.79	0.62	8.92	2.08	3.09	3.68	1.39	0.62	1.66	11.41	0	0	HNSC	Solid Tissue Normal
TCGA-4V-A9QX-01	TCGA-4V-A9QX-01	10.79	0.43	9.52	5.38	0.76	5.97	0.43	0	2.63	8.59	2.98	3.16	THYM	Primary Tumor
TCGA-A8-A06T-01	TCGA-A8-A06T-01	10.79	0.34	10.38	0.85	3.48	3.08	0	0	8.99	9.89	3.55	0	BRCA	Primary Tumor
TCGA-B5-A11L-01	TCGA-B5-A11L-01	10.79	-0.65	9.7	0.95	4.7	3.82			6.16	10.45	2.6	3.01	UCEC	Primary Tumor
TCGA-24-1417-01	TCGA-24-1417-01	10.79	-0.94	11.81	2.79	5.85	6.18	-0.27	-0.02	10.72	10.6	5.09	-0.39	OV	Primary Tumor
TCGA-98-8023-01	TCGA-98-8023-01	10.78	3.72	7.21	3.19	1.23	5.63	0	2.82	5.23	10.77	4.62	0	LUSC	Primary Tumor
TCGA-06-0187-01	TCGA-06-0187-01	10.78	3.18	3.71	3.47	3.33	6	8.79	4.14	6.35	10.23	1.01	3.1	GBM	Primary Tumor
TCGA-DU-7298-01	TCGA-DU-7298-01	10.78	2.95	7.19	3.45	6.76	8.93	10.73	7.18	9.48	10.39	6.97	6.5	LGG	Primary Tumor
TCGA-C5-A8XI-01	TCGA-C5-A8XI-01	10.78	2.13	8	2.96	3.78	3.57	0.46	0.81	4.07	11.19	0.81	0	CESC	Primary Tumor
TCGA-BK-A6W3-01	TCGA-BK-A6W3-01	10.78	0.67	9.67	3.17	6.19	3.12	0.37	0	3.65	10.37	5.97	1.75	UCEC	Primary Tumor
TCGA-FG-A6IZ-01	TCGA-FG-A6IZ-01	10.78	0.52	7.94	2.63	4.38	9.78	10.1	0.52	9.59	8.74	1.66	0.9	LGG	Primary Tumor
TCGA-ZF-AA52-01	TCGA-ZF-AA52-01	10.78	0	10.03	1.12	3.92	6.34	2.18	0	4.08	10.15	3.46	0	BLCA	Primary Tumor
TCGA-IC-A6RF-11	TCGA-IC-A6RF-11	10.78	0	6.52	2.11	1.41	2.11	0	1.41	0	12.59	1.68	1.07	ESCA	Solid Tissue Normal
TCGA-06-0125-01	TCGA-06-0125-01	10.77	3.26	5.37	4.86	4.96	8.04	9.16	6.25	5.56	10.2	4.6	4.18	GBM	Primary Tumor
TCGA-P5-A5F2-01	TCGA-P5-A5F2-01	10.77	3.04	7.8	4.23	5.01	9.69	9.52	4.41	10.11	9.68	4.67	5.44	LGG	Primary Tumor
TCGA-06-0750-01	TCGA-06-0750-01	10.77	2.27	6.85	4.44	8.83	7.66	7.96	0.63	5.78	10.57	1.9	2.27	GBM	Primary Tumor
TCGA-CV-6935-11	TCGA-CV-6935-11	10.77	0.51	8.93	1.18	3.03	3.9	0	0.88	2.13	11.44	1.43	1.18	HNSC	Solid Tissue Normal
TCGA-L5-A8NQ-01	TCGA-L5-A8NQ-01	10.77	-1.68	8.66	2.67	3.17	2.61	-0.27	1.09	5.42	10.99	1.68	-0.39	ESCA	Primary Tumor
TCGA-VM-A8CE-01	TCGA-VM-A8CE-01	10.76	4.09	9.84	3.35	5.88	10.26	10.33	6.06	8.93	10.57	6.51	5.15	LGG	Primary Tumor
TCGA-DU-6399-01	TCGA-DU-6399-01	10.76	3.88	9.21	3.71	5.44	10.04	10.64	7.1	8.84	10.2	5.07	5.65	LGG	Primary Tumor
TCGA-RY-A847-01	TCGA-RY-A847-01	10.76	3.58	9.72	2.45	6.43	10.14	10.54	6.77	10.04	10.09	4.64	6.59	LGG	Primary Tumor
TCGA-44-8117-01	TCGA-44-8117-01	10.76	3.04	6.48	2.49	2.7	3.92	0	1.29	3.18	10.59	4.9	0	LUAD	Primary Tumor
